accepted_month,english_country,n,mean_ai_content,std_ai_content,se_ai_content,ci95_lower,ci95_upper,group_label
2021-10-01,1.0,12259,0.06114699404519129,0.09709479144000562,0.0008769370329821279,0.05942805931513479,0.06286592877524778,English-speaking country
2021-11-01,0.0,26523,0.041628963541077556,0.07251297313784862,0.0004452504730608382,0.040756248822380006,0.042501678259775105,Non-English-speaking country
2021-11-01,1.0,12516,0.06173617769255354,0.09653834474596983,0.0008629131173656719,0.06004473547634379,0.06342761990876328,English-speaking country
2021-12-01,0.0,25913,0.041283101146142864,0.07231463916837,0.00044922857756586084,0.04040258818404384,0.04216361410824189,Non-English-speaking country
2021-12-01,1.0,12085,0.06256441870086885,0.09827887496382096,0.0008939986210710753,0.060812038078663276,0.06431679932307442,English-speaking country
2022-01-01,0.0,26684,0.04170008244640983,0.07323821017264635,0.00044834492306476757,0.04082130268234751,0.042578862210472156,Non-English-speaking country
2022-01-01,1.0,13042,0.06321637785615702,0.09929597716205944,0.0008694799186760145,0.061512070349886795,0.06492068536242726,English-speaking country
2022-02-01,0.0,25644,0.04260548276399938,0.07431528404349098,0.00046407188471321993,0.04169587564976671,0.04351508987823204,Non-English-speaking country
2022-02-01,1.0,12454,0.06177501204432311,0.09522850564542495,0.0008533212062612422,0.06010237064131649,0.06344765344732974,English-speaking country
2022-03-01,0.0,30076,0.04343410027929246,0.07554913170450848,0.0004356316641898659,0.04258024354361846,0.04428795701496646,Non-English-speaking country
2022-03-01,1.0,14946,0.0645618225612204,0.09929574541207184,0.0008122096618409776,0.06296979194102019,0.0661538531814206,English-speaking country
2022-04-01,0.0,27910,0.04364915800788248,0.07631219799224014,0.00045678732476365716,0.04275383247407145,0.04454448354169351,Non-English-speaking country
2022-04-01,1.0,13776,0.06514779326364692,0.1015196858393273,0.0008649454094522043,0.06345238244248382,0.06684320408481002,English-speaking country
2022-05-01,0.0,29894,0.044638823844249685,0.07762244876066636,0.000448947258876253,0.04375886775658113,0.04551877993191824,Non-English-speaking country
2022-05-01,1.0,14513,0.06588258802452973,0.10279329388926549,0.0008532694272843319,0.06421007118287164,0.06755510486618782,English-speaking country
2022-06-01,0.0,29763,0.045592816584349695,0.07772554541932383,0.00045053177488139895,0.044709754619242634,0.046475878549456756,Non-English-speaking country
2022-06-01,1.0,14206,0.06419871885118963,0.09908409777206775,0.0008313196651731231,0.0625692234036769,0.06582821429870236,English-speaking country
2022-07-01,0.0,29843,0.04535941426800255,0.07803299952947707,0.0004517072506128868,0.04447404841562704,0.04624478012037806,Non-English-speaking country
2022-07-01,1.0,14254,0.06598653009681493,0.10121019396119504,0.0008477267351494892,0.0643248751196599,0.06764818507396997,English-speaking country
2022-08-01,0.0,32668,0.04633773111301579,0.07919959066727898,0.00043818919414151424,0.04547886425171014,0.04719659797432144,Non-English-speaking country
2022-08-01,1.0,15118,0.06389734091811086,0.09870783554435007,0.0008027946292081422,0.06232376636750553,0.0654709154687162,English-speaking country
2022-09-01,0.0,31634,0.04567424290320541,0.07782887144414714,0.0004375862609807659,0.04481655677416846,0.04653192903224236,Non-English-speaking country
2022-09-01,1.0,14566,0.06711629822875188,0.10476120164999064,0.0008680211725233349,0.06541486660247717,0.0688177298550266,English-speaking country
2022-10-01,0.0,30635,0.045520646319569126,0.07665616935146859,0.0004379637549865668,0.044662219216398916,0.046379073422739336,Non-English-speaking country
2022-10-01,1.0,14718,0.06646371789645332,0.10258242695441742,0.0008455680610249006,0.06480629864004836,0.06812113715285828,English-speaking country
2022-11-01,0.0,32344,0.04697903784318575,0.07864497594586342,0.00043729460538605733,0.04612192409044355,0.04783615159592795,Non-English-speaking country
2022-11-01,1.0,14445,0.06637701626860505,0.10150242543119876,0.0008445349886590265,0.06472161938995907,0.06803241314725103,English-speaking country
2022-12-01,0.0,30849,0.045995850756912704,0.07765684993421001,0.00044213940719616923,0.045129239439970055,0.04686246207385535,Non-English-speaking country
2022-12-01,1.0,13338,0.06528849902534113,0.10103675579721084,0.0008748508868521036,0.06357366717040895,0.06700333088027331,English-speaking country
2023-01-01,0.0,30567,0.04613174338338731,0.07848798976932077,0.00044892810758049445,0.04525182561756932,0.047011661149205304,Non-English-speaking country
2023-01-01,1.0,14446,0.06665589090405648,0.10199606764343289,0.0008486128877302723,0.06499250082994244,0.06831928097817051,English-speaking country
2023-02-01,0.0,29259,0.04876311562254349,0.0807474810083383,0.0004720622190102727,0.04783785239793423,0.049688378847152756,Non-English-speaking country
2023-02-01,1.0,13651,0.06888198666764339,0.10201562793462303,0.0008731411848863921,0.06717050963299982,0.07059346370228696,English-speaking country
2023-03-01,0.0,29920,0.0489596256684492,0.08002609855963892,0.0004626481714767246,0.04805281523010627,0.049866436106792124,Non-English-speaking country
2023-03-01,1.0,14624,0.07056503008752735,0.10656372783338665,0.0008812037070475163,0.06883775959044969,0.07229230058460501,English-speaking country
2023-04-01,0.0,25566,0.05225752953140891,0.08663576725368151,0.0005418334761762765,0.05119550515140604,0.05331955391141177,Non-English-speaking country
2023-04-01,1.0,12767,0.07189371034698833,0.1085881395394551,0.0009610322529443009,0.07000994314056812,0.07377747755340854,English-speaking country
2023-05-01,0.0,27014,0.05737980306507737,0.0949462847867188,0.0005776749399322139,0.056247530254614174,0.05851207587554056,Non-English-speaking country
2023-05-01,1.0,13927,0.0768409564155956,0.11378262819892575,0.0009641557003600968,0.07495108171102743,0.07873083112016377,English-speaking country
2023-06-01,0.0,25249,0.06657887441086775,0.10765692358580808,0.0006775164964434511,0.0652509028172847,0.06790684600445081,Non-English-speaking country
2023-06-01,1.0,12939,0.080227451889636,0.12074720593967816,0.001061516462113688,0.07814672320065691,0.08230818057861508,English-speaking country
2023-07-01,0.0,25377,0.07465066792765103,0.1204721238959526,0.0007562518099777632,0.07316837091545911,0.07613296493984295,Non-English-speaking country
2023-07-01,1.0,12683,0.08666348655680833,0.12688039292276027,0.0011266357258136511,0.08445511034437009,0.08887186276924658,English-speaking country
2023-08-01,0.0,26308,0.08593902995286605,0.1350808410774263,0.0008328174943820495,0.08430666255428076,0.08757139735145134,Non-English-speaking country
2023-08-01,1.0,13329,0.09245307224848076,0.13494009021944245,0.0011688054075031237,0.09016204768879311,0.09474409680816841,English-speaking country
2023-09-01,0.0,24837,0.09722176591375771,0.14891416410128658,0.0009449012844796635,0.09536970316835287,0.09907382865916255,Non-English-speaking country
2023-09-01,1.0,12527,0.09930023149996009,0.14368458485759983,0.0012837682743915362,0.096783848764549,0.10181661423537118,English-speaking country
2023-10-01,0.0,25975,0.10548369586140519,0.15653372133615878,0.0009712479874580623,0.10357999607532732,0.10738739564748305,Non-English-speaking country
2023-10-01,1.0,13758,0.10407275766826574,0.1491198753922896,0.0012713287829387544,0.10158077979299213,0.10656473554353935,English-speaking country
2023-11-01,0.0,26933,0.11235187316674711,0.16175871885029963,0.0009856559162661667,0.11041993624562353,0.11428381008787068,Non-English-speaking country
2023-11-01,1.0,13099,0.11183998778532712,0.15627560669439622,0.0013654384322259016,0.10916353030839931,0.11451644526225493,English-speaking country
2023-12-01,0.0,24778,0.1211752764549197,0.17024469920924132,0.0010815347404590397,0.11905540375918969,0.12329514915064971,Non-English-speaking country
2023-12-01,1.0,12021,0.11792355045337326,0.16342669840732363,0.001490571140633885,0.1150017904925947,0.12084531041415182,English-speaking country
2024-01-01,0.0,28166,0.12851768089185545,0.1759157132687684,0.001048194909094788,0.12646316833054763,0.13057219345316326,Non-English-speaking country
2024-01-01,1.0,13894,0.12232906290485102,0.16572695657681197,0.001405981181109214,0.11957315033089011,0.12508497547881192,English-speaking country
2024-02-01,0.0,26424,0.13620076445655466,0.18108159296968415,0.0011139739266203981,0.1340173156629768,0.1383842132501325,Non-English-speaking country
2024-02-01,1.0,13107,0.12805714503700313,0.17100921168338115,0.00149371538877613,0.12512924627510286,0.1309850437989034,English-speaking country
2024-03-01,0.0,26842,0.14141062513970643,0.1850425020016356,0.0011294423182880852,0.1391968590460309,0.14362439123338194,Non-English-speaking country
2024-03-01,1.0,13291,0.13137642013392523,0.17469990388122061,0.001515353083519027,0.12840611215091302,0.13434672811693743,English-speaking country
2024-04-01,0.0,27891,0.14911397941988455,0.19037144313902024,0.0011399078890158539,0.14687970404915124,0.15134825479061786,Non-English-speaking country
2024-04-01,1.0,13532,0.13537754951226721,0.17889608157757153,0.0015378707386495929,0.13236310860657483,0.1383919904179596,English-speaking country
2024-05-01,0.0,29478,0.15639507429269286,0.19298630779653678,0.0011240289323110652,0.15419192760372102,0.1585982209816647,Non-English-speaking country
2024-05-01,1.0,14147,0.1396592917226267,0.17817755799618504,0.0014980310862354978,0.13672295350631325,0.14259562993894015,English-speaking country
2024-06-01,0.0,27152,0.15948814083677076,0.19378868274240058,0.0011760546358254274,0.15718301334647763,0.1617932683270639,Non-English-speaking country
2024-06-01,1.0,13230,0.14221715797430082,0.18042513713029126,0.0015686177388448165,0.13914244238525394,0.1452918735633477,English-speaking country
2024-07-01,0.0,30358,0.16178071677976152,0.192490396633476,0.0011047715685132355,0.1596153179577198,0.16394611560180325,Non-English-speaking country
2024-07-01,1.0,14677,0.1452300197588063,0.18294959730728771,0.0015101246990194067,0.14226998561583454,0.14819005390177808,English-speaking country
2024-08-01,0.0,28893,0.16931900460319108,0.19631109456996873,0.0011549110211165206,0.16705532576483942,0.17158268344154273,Non-English-speaking country
2024-08-01,1.0,14315,0.14826203283269299,0.18347887535786794,0.0015335233505735465,0.14525612812287944,0.15126793754250653,English-speaking country
2024-09-01,0.0,29321,0.17326424746768526,0.19803617159390607,0.0011565252874063414,0.17099740597929394,0.17553108895607658,Non-English-speaking country
2024-09-01,1.0,14534,0.15729303701665062,0.18950893218651377,0.0015719441311149332,0.1542118265191383,0.16037424751416293,English-speaking country
2024-10-01,0.0,30858,0.17932351416164363,0.20074394653986966,0.001142769315402211,0.17708363960187812,0.18156338872140915,Non-English-speaking country
2024-10-01,1.0,15226,0.15997858925522132,0.19072454247286666,0.0015456589359031166,0.15694891255403287,0.16300826595640977,English-speaking country
2024-11-01,0.0,30604,0.1866301790615606,0.2023756847988854,0.0011568291797289423,0.1843627458549143,0.1888976122682069,Non-English-speaking country
2024-11-01,1.0,14350,0.16061665505226483,0.18885034774876192,0.0015764922435789813,0.1575265263752448,0.16370678372928485,English-speaking country
2024-12-01,0.0,31169,0.19290920465847478,0.20333876542465282,0.001151751397595894,0.19065172573413555,0.195166683582814,Non-English-speaking country
2024-12-01,1.0,13740,0.17060174672489084,0.19463853874699083,0.001660486958914514,0.1673469653525701,0.17385652809721158,English-speaking country
